title,author,date,views,likes,link,categoria,grupo
The new sharing of emotions,Margaret Morris,March 2013,16000,500,https://ted.com/talks/margaret_morris_the_new_sharing_of_emotions,0,7
Take back control of your personal data,Maria Dubovitskaya,October 2015,16000,497,https://ted.com/talks/maria_dubovitskaya_take_back_control_of_your_personal_data,0,8
Why your business needs dissenters,Andrew Millar,November 2017,16000,493,https://ted.com/talks/andrew_millar_why_your_business_needs_dissenters,0,9
How you can help solve cold cases,Michael Arntfield,October 2018,16000,490,https://ted.com/talks/michael_arntfield_how_you_can_help_solve_cold_cases,0,10
"""What a Wonderful World""",Cynthia Erivo and Gary Motley,October 2020,16000,488,https://ted.com/talks/cynthia_erivo_and_gary_motley_what_a_wonderful_world,0,11
One dad's mission to rebuild bonds between kids and their fathers,Dwight Stitt,November 2017,16000,488,https://ted.com/talks/dwight_stitt_one_dad_s_mission_to_rebuild_bonds_between_kids_and_their_fathers,0,12
Can we design cities for happiness?,Thomas Madrecki,July 2017,16000,486,https://ted.com/talks/thomas_madrecki_can_we_design_cities_for_happiness,0,13
What female military leadership can teach us about overcoming self-doubt,JoAnne S. Bass,October 2020,16000,483,https://ted.com/talks/joanne_s_bass_what_female_military_leadership_can_teach_us_about_overcoming_self_doubt,0,14
Can sharks help us fight cancer?,Doreen Koenning,November 2018,16000,480,https://ted.com/talks/doreen_koenning_can_sharks_help_us_fight_cancer,0,15
Why we need to clean up our space debris,Moriba Jah,October 2016,15000,478,https://ted.com/talks/moriba_jah_why_we_need_to_clean_up_our_space_debris,0,16
The pioneering women who helped create modern computing,Kathy Kleiman,November 2017,15000,473,https://ted.com/talks/kathy_kleiman_the_pioneering_women_who_helped_create_modern_computing,0,17
Using happiness to evaluate a company's success,Lena Dumont,November 2017,15000,467,https://ted.com/talks/lena_dumont_using_happiness_to_evaluate_a_company_s_success,0,18
"""Peaceful Afternoon"" / ""Going To A Town""",Rufus Wainwright,May 2020,15000,463,https://ted.com/talks/rufus_wainwright_peaceful_afternoon_going_to_a_town,0,19
The ants that run the world,Kirsti Abbott,September 2016,15000,462,https://ted.com/talks/kirsti_abbott_the_ants_that_run_the_world,0,20
Lessons from a former Air Force pilot on counterintuitive thinking,Jeff Kozak,July 2017,15000,461,https://ted.com/talks/jeff_kozak_lessons_from_a_former_air_force_pilot_on_counterintuitive_thinking,0,21
The cost of failing to design accessibly,Kings Floyd,November 2019,15000,460,https://ted.com/talks/kings_floyd_the_cost_of_failing_to_design_accessibly,0,22
Home is where the art is,Ian Strange,June 2018,15000,455,https://ted.com/talks/ian_strange_home_is_where_the_art_is,0,23
"Undocumented lives, inside out", JR,April 2018,15000,452,https://ted.com/talks/jr_undocumented_lives_inside_out,0,24
Want to get ahead? Be paranoid,Lars Fæste,May 2016,15000,450,https://ted.com/talks/lars_faeste_want_to_get_ahead_be_paranoid,0,25
How COVID-19 impacted a global tech company and spurred innovation,Craig Silliman,June 2020,14000,449,https://ted.com/talks/craig_silliman_how_covid_19_impacted_a_global_tech_company_and_spurred_innovation,0,26
"A local, sustainable solution to the energy crisis",Gianluca Ambrosetti,September 2014,14000,449,https://ted.com/talks/gianluca_ambrosetti_a_local_sustainable_solution_to_the_energy_crisis,0,27
Economics and art,Megan Wilkens,November 2013,14000,443,https://ted.com/talks/megan_wilkens_economics_and_art,0,28
Cómo un doctor de astronautas capacita al cuerpo para el espacio,Víctor Demaría Pesce,October 2016,14000,438,https://ted.com/talks/victor_demaria_pesce_como_un_doctor_de_astronautas_capacita_al_cuerpo_para_el_espacio,0,29
Want to help save the world? Eat more insects,Pat Crowley,January 2019,14000,435,https://ted.com/talks/pat_crowley_want_to_help_save_the_world_eat_more_insects,0,30
Art that brings words to life,Stephen Doyle,November 2018,14000,435,https://ted.com/talks/stephen_doyle_art_that_brings_words_to_life,0,31
We don't need immigration caps. We need minimums,Timothy Graf,November 2014,14000,434,https://ted.com/talks/timothy_graf_we_don_t_need_immigration_caps_we_need_minimums,0,32
The upside of data,Jessica Donohue,November 2013,14000,432,https://ted.com/talks/jessica_donohue_the_upside_of_data,0,33
"""The Singularity""",Marie Howe,December 2018,14000,430,https://ted.com/talks/marie_howe_the_singularity,0,34
A new Netflix-style pricing model that could make medical treatments affordable for all,Jean-Manuel Izaret,September 2019,14000,428,https://ted.com/talks/jean_manuel_izaret_a_new_netflix_style_pricing_model_that_could_make_medical_treatments_affordable_for_all,0,35
The power of transformative collaboration,Keith Weed,September 2014,14000,426,https://ted.com/talks/keith_weed_the_power_of_transformative_collaboration,0,36
What if we supported millions of African farmers in growing more food?,Andrew Youn,April 2018,14000,422,https://ted.com/talks/andrew_youn_what_if_we_supported_millions_of_african_farmers_in_growing_more_food,0,37
"""AI therapy""",Mother London,April 2018,14000,421,https://ted.com/talks/mother_london_ai_therapy,0,38
A solution for building a generation of inventors ,Joachim Horn,June 2015,13000,417,https://ted.com/talks/joachim_horn_a_solution_for_building_a_generation_of_inventors,0,39
The most precious commodity of all?,Will Jenkins,December 2017,13000,413,https://ted.com/talks/will_jenkins_the_most_precious_commodity_of_all,0,40
How IBM's Watson is redefining the future of cooking,Florian Pinel,September 2014,13000,409,https://ted.com/talks/florian_pinel_how_ibm_s_watson_is_redefining_the_future_of_cooking,0,41
Easy ways to practice empathy in your own life,Gwen Yi Wong,September 2020,13000,406,https://ted.com/talks/gwen_yi_wong_easy_ways_to_practice_empathy_in_your_own_life,0,42
The ecology of inequality,Mindy Fullilove,October 2017,13000,403,https://ted.com/talks/mindy_fullilove_the_ecology_of_inequality,0,43
Creating music on the go ,James Bickerton,November 2015,13000,401,https://ted.com/talks/james_bickerton_creating_music_on_the_go,0,44
Lessons from a lifetime of bad advice,Nicole Wilson,November 2017,13000,401,https://ted.com/talks/nicole_wilson_lessons_from_a_lifetime_of_bad_advice,0,45
How AR can make us feel more connected to the world,Galit Ariel,November 2018,13000,400,https://ted.com/talks/galit_ariel_how_ar_can_make_us_feel_more_connected_to_the_world,0,46
How to achieve more quality hospital care (with less noise),Inhi Cho Suh,September 2014,13000,398,https://ted.com/talks/inhi_cho_suh_how_to_achieve_more_quality_hospital_care_with_less_noise,0,47
Where are we trying to end up?,Rach Ranton,December 2017,13000,398,https://ted.com/talks/rach_ranton_where_are_we_trying_to_end_up,0,48
What if we could address the unaddressable?,Mario Paluzzi,September 2016,13000,391,https://ted.com/talks/mario_paluzzi_what_if_we_could_address_the_unaddressable,0,49
Cómo usar el arte de la fotografía para restaurar la memoria,Alejandro Chaskielberg,November 2018,12000,389,https://ted.com/talks/alejandro_chaskielberg_como_usar_el_arte_de_la_fotografia_para_restaurar_la_memoria,0,50
How we'll predict the next refugee crisis,Rana Novack,December 2017,12000,388,https://ted.com/talks/rana_novack_how_we_ll_predict_the_next_refugee_crisis,0,51
Hablemos de la muerte con los niños | Alejandro Nespral | TEDxBariloche,Alejandro Nespral,September 2017,12000,386,https://ted.com/talks/alejandro_nespral_hablemos_de_la_muerte_con_los_ninos,0,52
How blockchain and AI can help us decipher medicine's big data,Gunjan Bhardwaj,November 2018,12000,385,https://ted.com/talks/gunjan_bhardwaj_how_blockchain_and_ai_can_help_us_decipher_medicine_s_big_data,0,53
We need to turn our response to crisis inside out,Shalini Unnikrishnan,June 2015,12000,385,https://ted.com/talks/shalini_unnikrishnan_we_need_to_turn_our_response_to_crisis_inside_out,0,54
How we can bring AI personalities to life,Mariana Lin,July 2019,12000,384,https://ted.com/talks/mariana_lin_how_we_can_bring_ai_personalities_to_life,0,55
When genetic choice becomes personal,Alastair O'Neill,December 2017,12000,383,https://ted.com/talks/alastair_o_neill_when_genetic_choice_becomes_personal,0,56
Why we must protect the digital rights of children,Baroness Beeban Kidron,February 2016,12000,383,https://ted.com/talks/baroness_beeban_kidron_why_we_must_protect_the_digital_rights_of_children,0,57
The future of our coastal systems,Graham Worthy,June 2017,12000,382,https://ted.com/talks/graham_worthy_the_future_of_our_coastal_systems,0,58
"""Chromatic""",Shane Griffin,April 2018,12000,378,https://ted.com/talks/shane_griffin_chromatic,0,59
A call for a moral revival,Rev. William Barber and Rev. Liz Theoharis,November 2018,12000,377,https://ted.com/talks/rev_william_barber_and_rev_liz_theoharis_a_call_for_a_moral_revival,0,60
What if the best fertilizer was an algorithm?,Laxmi Parida,November 2016,12000,375,https://ted.com/talks/laxmi_parida_what_if_the_best_fertilizer_was_an_algorithm,0,61
"""Illusions for a better society""","Aaron Duffy, Lake Buckley and Jack Foster",April 2018,12000,374,https://ted.com/talks/aaron_duffy_lake_buckley_and_jack_foster_illusions_for_a_better_society,0,62
"""Being Human"" / ""Awakening""", Climbing PoeTree,November 2018,12000,367,https://ted.com/talks/climbing_poetree_being_human_awakening,0,63
How I make paint from poison,John Sabraw,March 2017,12000,366,https://ted.com/talks/john_sabraw_how_i_make_paint_from_poison,0,64
"How small business can benefit from ""village banking""",Ruchi Shah,July 2018,12000,366,https://ted.com/talks/ruchi_shah_how_small_business_can_benefit_from_village_banking,0,65
Easing water scarcity by understanding when and where it flows,Kala Fleming,October 2015,12000,363,https://ted.com/talks/kala_fleming_easing_water_scarcity_by_understanding_when_and_where_it_flows,0,66
Tales of a Zimbabwean comedian,Carl Joshua Ncube,July 2019,12000,362,https://ted.com/talks/carl_joshua_ncube_tales_of_a_zimbabwean_comedian,0,67
A vision for truly secure and seamless transactions,Carey Kolaja,October 2014,12000,361,https://ted.com/talks/carey_kolaja_a_vision_for_truly_secure_and_seamless_transactions,0,68
Feeding the future,Jack Sinclair,September 2014,12000,360,https://ted.com/talks/jack_sinclair_feeding_the_future,0,69
Three stories of Scotland,Mackenzie Dalrymple,July 2019,11000,359,https://ted.com/talks/mackenzie_dalrymple_three_stories_of_scotland,0,70
Sound and sentiment,Mira Calix,March 2013,11000,354,https://ted.com/talks/mira_calix_sound_and_sentiment,0,71
Can credit scores be determined by cellphone data?,Eric Mibuari,October 2015,11000,353,https://ted.com/talks/eric_mibuari_can_credit_scores_be_determined_by_cellphone_data,0,72
The Trans Ban,Conversations with People Who Hate Me,April 2018,11000,349,https://ted.com/talks/conversations_with_people_who_hate_me_the_trans_ban,0,73
Can dogs sniff out malaria?,James Logan,May 2019,11000,347,https://ted.com/talks/james_logan_can_dogs_sniff_out_malaria_jan_2019,0,74
The sky is not the limit — why investing in space still matters,Karin Nilsdotter,October 2014,11000,345,https://ted.com/talks/karin_nilsdotter_the_sky_is_not_the_limit_why_investing_in_space_still_matters,0,75
Countdown Session 5: Action (Full session),Hosted by Chris Hemsworth and Priyanka Chopra Jonas,October 2020,11000,344,https://ted.com/talks/hosted_by_chris_hemsworth_and_priyanka_chopra_jonas_countdown_session_5_action_full_session,0,76
Human-centered justice,American Family Insurance,January 2022,11000,342,https://ted.com/talks/american_family_insurance_human_centered_justice,0,77
What if our data could be protected online?,Derek Banta,July 2018,11000,335,https://ted.com/talks/derek_banta_what_if_our_data_could_be_protected_online,0,78
How to activate ideas,Manav Subodh,March 2013,11000,335,https://ted.com/talks/manav_subodh_how_to_activate_ideas,0,79
It's time to write a new climate story, Countdown,October 2021,11000,332,https://ted.com/talks/countdown_it_s_time_to_write_a_new_climate_story,0,80
The importance of queer allyship in the classroom,Coby Everton,November 2019,10000,329,https://ted.com/talks/coby_everton_the_importance_of_queer_allyship_in_the_classroom,0,81
Solar energy can help put power back in the hands of the people,Scott Nguyen,April 2019,10000,326,https://ted.com/talks/scott_nguyen_solar_energy_can_help_put_power_back_in_the_hands_of_the_people,0,82
Imagining a new future for health systems in Africa,Mathieu Lamiaux,June 2015,10000,326,https://ted.com/talks/mathieu_lamiaux_imagining_a_new_future_for_health_systems_in_africa,0,83
8 steps to understanding information (and maybe the universe),Phil Tetlow,December 2017,10000,323,https://ted.com/talks/phil_tetlow_8_steps_to_understanding_information_and_maybe_the_universe,0,84
How I brought Batman to Hollywood (and academia),Michael Uslan,June 2017,10000,322,https://ted.com/talks/michael_uslan_how_i_brought_batman_to_hollywood_and_academia,0,85
Using Aboriginal traditions to teach tech,Michael Mieni,December 2017,10000,320,https://ted.com/talks/michael_mieni_using_aboriginal_traditions_to_teach_tech,0,86
Are you technically fit to parent?,Michael Fey,March 2013,10000,318,https://ted.com/talks/michael_fey_are_you_technically_fit_to_parent,0,87
How a company can nurture its internal rebels,Shoel Perelman,October 2015,10000,317,https://ted.com/talks/shoel_perelman_how_a_company_can_nurture_its_internal_rebels,0,88
The big data behind complex human emotions ,Erick Brethenoux,September 2014,10000,316,https://ted.com/talks/erick_brethenoux_the_big_data_behind_complex_human_emotions,0,89
How businesses can plan for the road to recovery,Rich Lesser,May 2020,10000,316,https://ted.com/talks/rich_lesser_how_businesses_can_plan_for_the_road_to_recovery,0,90
How to benefit from uncomfortable conversations,Jason Jay,October 2018,10000,315,https://ted.com/talks/jason_jay_how_to_benefit_from_uncomfortable_conversations,0,91
Can 0.7% of corporate profits fund the world's biggest problems?,Sahil Sethi,November 2015,10000,313,https://ted.com/talks/sahil_sethi_can_0_7_of_corporate_profits_fund_the_world_s_biggest_problems,0,92
One company at a time,American Family Insurance,January 2022,10000,312,https://ted.com/talks/american_family_insurance_one_company_at_a_time,0,93
Strategies for fuel-efficient space travel,Erika Debenedictis,March 2013,10000,307,https://ted.com/talks/erika_debenedictis_strategies_for_fuel_efficient_space_travel,0,94
